
feature: glarefre	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: rightleft	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: functionth	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: shhhh	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: ipadb	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:6
feature: balloon	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: 100300	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: 500800	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: packabl	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: laptopand	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: python	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: artrag	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:9
feature: thickest	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: pearson	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: concer	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: argentina	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: biggerth	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: andrea	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: kayak	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: wordi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: smokey	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: nowa	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: iosbas	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: scad	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: llike	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: viewfind	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: haircut	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: wifino	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: stuffer	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: flinch	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: avialbl	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: aaaa	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: myfil	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: booksth	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: matlab	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:7
feature: bonusal	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: unequ	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: infus	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:7
feature: hestit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: tab6	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: consideroveral	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: handther	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: hdthank	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: dentist	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: aura	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: thud	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: absout	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: welldefin	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: c60	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:8
feature: latermi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: rockin	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: go2	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: youget	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: hdtvthe	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: 8220	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: 920003390	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: medal	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: sli	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: answersth	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: poo	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: mia	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: ultramini	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:8
feature: arkon	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: righta	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: tng	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: comparit	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: usal	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: exacto	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: maverick	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:6
feature: arrepiento	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: igual	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:8
feature: wantedneed	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 100150	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: dropspil	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: redmond	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: chutzpah	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: cheryl	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: cruddi	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:7
feature: microcrap	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: usegood	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: themnow	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 925	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: masochist	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 9am	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: boxwav	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:9
feature: safekeep	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: giga	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: notnow	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: germ	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: allwhit	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: hitech	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: googlebas	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:10
feature: noy	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: pong	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: oft	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: malfuct	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: buythank	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: stiffen	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: smithsonian	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: wanton	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: igot	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: tabletsi	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: powersleep	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: rotari	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: iosappl	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: officedocu	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: 7overal	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: 987	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:0	TTF[4]:6
feature: 8rt	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:0	TTF[4]:7
feature: recepi	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: musicplay	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: 10the	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: eman	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: ensu	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: supportedth	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: drab	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: greatgrandson	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: rhythm	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: lili	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: shootout	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: dissolv	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:6
feature: precari	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 54mbps	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: kinfl	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: recib	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: mabe	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: becus	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: shure	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: jawbon	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 711	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: screenveri	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: me172v	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: nowedit	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: ello	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: janet	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: meander	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: serviceth	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: pear	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: ture	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: setupth	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: usit	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: 37900	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:8
feature: rezound	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:10	TTF[4]:1
feature: cellphonelik	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: tabletish	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: smirk	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: wifi3	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: wwwamazoncomgphelpcustomerdisplay	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: bluetoothi	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
feature: nookbook	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:11	TTF[4]:1
feature: subt	DF[0]:0	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:1
